crop,market_code,market_name,district,state,min_price,max_price,modal_price,arrival_quantity,date,source,agroelevate_avg_price,district_demand,market_volatility,weekly_trend,monthly_trend
Mesta,MKT0306,Manipur wholesale 12,MN012,Manipur,40.42,51.44,45.93,4376.1,2026-06-28,AGMARKNET,50.02,52.5,0.2285,0.1077,-0.018
Mango,MKT0306,Manipur wholesale 12,MN012,Manipur,50.58,64.38,57.48,423.1,2026-06-28,AGMARKNET,66.4,69.5,0.1855,0.0656,-0.0714
Ridge Gourd,MKT0306,Manipur wholesale 12,MN012,Manipur,41.97,53.41,47.69,4841.0,2026-06-28,AGMARKNET,50.2,69.8,0.0911,0.0545,0.0655
Chickpea,MKT0306,Manipur wholesale 12,MN012,Manipur,45.86,58.36,52.11,4929.8,2026-06-28,AGMARKNET,55.08,61.2,0.2046,0.041,-0.1466
Tea,MKT0306,Manipur wholesale 12,MN012,Manipur,49.71,63.27,56.49,4634.8,2026-06-28,AGMARKNET,61.5,67.1,0.0838,-0.0719,-0.1193
Moong,MKT0306,Manipur wholesale 12,MN012,Manipur,47.48,60.44,53.96,1265.2,2026-06-28,AGMARKNET,59.45,81.8,0.1106,-0.0227,-0.1336
Guava,MKT0306,Manipur wholesale 12,MN012,Manipur,28.78,36.64,32.71,4647.3,2026-06-28,AGMARKNET,35.71,71.1,0.222,0.0029,-0.0901
Kodo Millet,MKT0306,Manipur wholesale 12,MN012,Manipur,35.25,44.87,40.06,2128.9,2026-06-28,AGMARKNET,43.06,77.7,0.1122,0.059,-0.0192
Lettuce,MKT0306,Manipur wholesale 12,MN012,Manipur,38.52,49.02,43.77,4540.4,2026-06-28,AGMARKNET,48.07,66.2,0.2491,0.0759,0.016
Carrot,MKT0307,Manipur APMC 13,MN013,Manipur,42.02,53.48,47.75,2465.4,2026-06-28,eNAM,50.28,91.9,0.0944,-0.0211,0.1699
Turmeric,MKT0307,Manipur APMC 13,MN013,Manipur,74.69,95.05,84.87,3053.9,2026-06-28,eNAM,95.85,92.8,0.0881,0.0745,-0.0402
Maize Grits,MKT0307,Manipur APMC 13,MN013,Manipur,32.82,41.76,37.29,2322.7,2026-06-28,eNAM,40.98,68.3,0.1808,-0.0624,0.0791
Guava,MKT0307,Manipur APMC 13,MN013,Manipur,47.66,60.66,54.16,4260.4,2026-06-28,eNAM,58.17,32.8,0.2402,-0.0517,-0.0416
Garlic,MKT0307,Manipur APMC 13,MN013,Manipur,93.32,118.76,106.04,2150.6,2026-06-28,eNAM,121.83,65.3,0.1272,-0.0258,0.1119
Linseed,MKT0307,Manipur APMC 13,MN013,Manipur,50.92,64.8,57.86,735.4,2026-06-28,eNAM,61.65,82.1,0.1991,-0.0673,0.0466
Pigeon Pea,MKT0307,Manipur APMC 13,MN013,Manipur,34.62,44.06,39.34,3382.9,2026-06-28,eNAM,43.5,49.6,0.2407,0.0168,-0.1134
Aloe Vera,MKT0307,Manipur APMC 13,MN013,Manipur,38.49,48.99,43.74,1827.8,2026-06-28,eNAM,50.82,80.2,0.2132,0.0249,-0.0195
Safflower,MKT0307,Manipur APMC 13,MN013,Manipur,44.6,56.76,50.68,798.2,2026-06-28,eNAM,56.97,41.0,0.1514,0.001,-0.0234
Cotton,MKT0307,Manipur APMC 13,MN013,Manipur,44.38,56.48,50.43,1735.7,2026-06-28,eNAM,57.02,52.6,0.083,0.0909,0.0673
Sesame,MKT0307,Manipur APMC 13,MN013,Manipur,45.26,57.6,51.43,3241.9,2026-06-28,eNAM,54.52,26.0,0.2408,0.1111,0.1618
Okra,MKT0307,Manipur APMC 13,MN013,Manipur,35.9,45.68,40.79,127.3,2026-06-28,eNAM,43.13,81.5,0.2391,0.0077,-0.0852
Tapioca,MKT0307,Manipur APMC 13,MN013,Manipur,40.69,51.79,46.24,96.9,2026-06-28,eNAM,51.42,59.2,0.0667,0.0769,-0.0172
Coffee,MKT0307,Manipur APMC 13,MN013,Manipur,35.61,45.33,40.47,1375.4,2026-06-28,eNAM,47.45,79.5,0.2492,-0.0249,0.0697
Lettuce,MKT0307,Manipur APMC 13,MN013,Manipur,36.81,46.85,41.83,4274.4,2026-06-28,eNAM,44.45,52.3,0.105,0.011,-0.0422
Desi Cotton,MKT0308,Manipur mandi 14,MN014,Manipur,29.53,37.59,33.56,1528.8,2026-06-28,data.gov.in,37.14,42.0,0.2073,0.0395,-0.1303
Bitter Gourd,MKT0308,Manipur mandi 14,MN014,Manipur,31.64,40.28,35.96,2224.4,2026-06-28,data.gov.in,38.67,56.4,0.0953,0.0307,0.0611
Jowar,MKT0308,Manipur mandi 14,MN014,Manipur,46.6,59.3,52.95,1597.8,2026-06-28,data.gov.in,61.75,60.4,0.0524,0.0592,0.0993
Aloe Vera,MKT0308,Manipur mandi 14,MN014,Manipur,49.47,62.97,56.22,2687.7,2026-06-28,data.gov.in,63.34,42.0,0.0579,0.097,0.0152
Urad,MKT0308,Manipur mandi 14,MN014,Manipur,55.11,70.15,62.63,1666.0,2026-06-28,data.gov.in,66.5,96.5,0.1854,-0.0269,-0.0267
Capsicum,MKT0308,Manipur mandi 14,MN014,Manipur,34.14,43.46,38.8,3757.0,2026-06-28,data.gov.in,45.17,38.0,0.235,-0.0624,-0.0327
Drumstick,MKT0308,Manipur mandi 14,MN014,Manipur,37.98,48.34,43.16,1322.4,2026-06-28,data.gov.in,48.39,67.9,0.169,-0.0345,0.0087
Black Pepper,MKT0308,Manipur mandi 14,MN014,Manipur,48.06,61.16,54.61,4441.3,2026-06-28,data.gov.in,62.36,60.6,0.2406,0.0766,0.0547
Maize,MKT0308,Manipur mandi 14,MN014,Manipur,14.7,18.72,16.71,817.5,2026-06-28,data.gov.in,19.3,69.0,0.2056,-0.0659,0.0666
Sweet Potato,MKT0308,Manipur mandi 14,MN014,Manipur,48.43,61.63,55.03,2139.9,2026-06-28,data.gov.in,59.62,98.0,0.2151,0.0175,0.156
Sunflower,MKT0308,Manipur mandi 14,MN014,Manipur,33.26,42.32,37.79,3793.5,2026-06-28,data.gov.in,42.61,60.3,0.1316,0.0954,0.036
Onion,MKT0308,Manipur mandi 14,MN014,Manipur,29.03,36.95,32.99,1251.8,2026-06-28,data.gov.in,38.76,60.8,0.2094,0.0264,-0.127
Rice,MKT0308,Manipur mandi 14,MN014,Manipur,23.64,30.08,26.86,1323.2,2026-06-28,data.gov.in,30.7,46.9,0.1794,0.0139,0.0158
Safflower,MKT0308,Manipur mandi 14,MN014,Manipur,38.81,49.39,44.1,817.0,2026-06-28,data.gov.in,51.11,63.9,0.207,0.1062,-0.0822
Pumpkin,MKT0308,Manipur mandi 14,MN014,Manipur,44.33,56.43,50.38,1173.4,2026-06-28,data.gov.in,55.4,78.5,0.1681,-0.0232,-0.1436
Arecanut,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,42.47,54.05,48.26,3943.8,2026-06-28,AGMARKNET,56.6,95.2,0.1505,0.0896,-0.0122
Sugarcane,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,3.97,5.05,4.51,910.2,2026-06-28,AGMARKNET,5.05,90.4,0.0606,0.0054,-0.0815
Jute,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,32.44,41.28,36.86,3783.9,2026-06-28,AGMARKNET,42.18,76.0,0.1122,0.1195,-0.086
Proso Millet,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,43.87,55.83,49.85,1183.9,2026-06-28,AGMARKNET,53.97,58.7,0.2418,0.0751,0.13
Lettuce,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,43.11,54.87,48.99,4914.6,2026-06-28,AGMARKNET,53.44,78.5,0.1503,-0.0152,-0.1304
Castor,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,33.43,42.55,37.99,4965.3,2026-06-28,AGMARKNET,43.09,57.4,0.0707,0.0492,0.0013
Rice,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,23.09,29.39,26.24,176.7,2026-06-28,AGMARKNET,30.48,65.4,0.1915,0.0904,0.1402
Lemongrass,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,52.91,67.35,60.13,4391.5,2026-06-28,AGMARKNET,70.85,21.5,0.0637,-0.03,0.0743
Urad Dal,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,37.06,47.16,42.11,144.3,2026-06-28,AGMARKNET,45.18,83.8,0.2061,-0.0227,0.1232
Baby Corn,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,44.7,56.9,50.8,480.4,2026-06-28,AGMARKNET,56.49,98.0,0.087,0.0658,0.0221
Wheat,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,19.32,24.6,21.96,1034.8,2026-06-28,AGMARKNET,23.75,62.2,0.1445,0.0319,0.1957
Papaya,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,47.78,60.82,54.3,3776.6,2026-06-28,AGMARKNET,61.71,68.0,0.085,0.0245,0.1253
Okra,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,26.85,34.17,30.51,4026.2,2026-06-28,AGMARKNET,32.93,60.5,0.1498,0.1134,0.1929
Maize Grits,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,40.67,51.77,46.22,4221.7,2026-06-28,AGMARKNET,49.82,47.0,0.0852,0.0828,0.0194
Sunflower,MKT0309,Meghalaya APMC 1,ML001,Meghalaya,51.59,65.65,58.62,2520.6,2026-06-28,AGMARKNET,65.22,49.0,0.2384,-0.0011,0.1481
Drumstick,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,42.94,54.66,48.8,2237.5,2026-06-28,eNAM,55.74,53.1,0.0723,0.0129,-0.095
Cumin,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,27.37,34.83,31.1,3639.8,2026-06-28,eNAM,35.57,35.2,0.099,0.1107,-0.0798
French Beans,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,28.5,36.28,32.39,1482.2,2026-06-28,eNAM,37.49,71.0,0.07,0.1063,0.1695
Cauliflower,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,47.16,60.02,53.59,2165.1,2026-06-28,eNAM,63.1,68.0,0.2462,-0.0379,0.1593
Urad Dal,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,32.01,40.73,36.37,663.9,2026-06-28,eNAM,42.65,69.2,0.1194,-0.0678,0.1862
Carrot,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,52.44,66.74,59.59,2265.7,2026-06-28,eNAM,62.65,75.9,0.2439,0.0416,0.1911
Tea,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,54.49,69.35,61.92,2905.6,2026-06-28,eNAM,65.27,50.1,0.1949,0.1071,0.0602
Cluster Beans,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,39.84,50.7,45.27,1441.2,2026-06-28,eNAM,48.67,20.9,0.0821,-0.0496,0.0937
Masoor Dal,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,30.44,38.74,34.59,713.3,2026-06-28,eNAM,39.21,41.2,0.1399,0.005,-0.0151
Foxtail Millet,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,29.88,38.02,33.95,3849.3,2026-06-28,eNAM,36.83,75.1,0.2248,0.0255,-0.0336
Jowar,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,37.51,47.73,42.62,3393.7,2026-06-28,eNAM,50.0,74.5,0.1151,0.0581,0.0287
Mesta,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,47.12,59.98,53.55,69.5,2026-06-28,eNAM,61.9,39.3,0.0867,-0.057,-0.1355
Field Pea,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,46.09,58.67,52.38,1122.9,2026-06-28,eNAM,57.22,33.9,0.0651,0.1009,-0.0494
Wheat,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,21.38,27.2,24.29,3989.9,2026-06-28,eNAM,27.98,81.9,0.0774,0.0139,0.0071
Rice,MKT0310,Meghalaya mandi 2,ML002,Meghalaya,22.59,28.75,25.67,2850.7,2026-06-28,eNAM,27.06,52.0,0.0525,-0.0548,0.1813
Brinjal,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,28.66,36.48,32.57,704.4,2026-06-28,data.gov.in,38.37,78.1,0.0679,-0.0538,0.0547
Garlic,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,90.6,115.32,102.96,2924.2,2026-06-28,data.gov.in,115.53,86.7,0.1431,-0.0706,0.1128
Yam,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,46.95,59.75,53.35,3660.3,2026-06-28,data.gov.in,56.23,56.2,0.1892,0.0203,0.0663
Stevia,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,29.82,37.96,33.89,1638.0,2026-06-28,data.gov.in,38.88,50.6,0.0683,-0.0431,-0.0579
Apple,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,42.44,54.02,48.23,377.2,2026-06-28,data.gov.in,56.4,69.6,0.203,0.1066,0.0053
Moong Dal,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,33.33,42.41,37.87,247.4,2026-06-28,data.gov.in,43.01,51.5,0.1784,-0.0731,0.1198
Drumstick,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,28.75,36.59,32.67,747.1,2026-06-28,data.gov.in,35.81,81.1,0.2385,-0.0453,-0.0622
Spinach,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,46.18,58.78,52.48,3805.8,2026-06-28,data.gov.in,59.25,71.3,0.0785,0.1127,-0.0411
Onion,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,25.31,32.21,28.76,1702.2,2026-06-28,data.gov.in,30.56,54.8,0.2489,0.0264,0.0663
Mango,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,57.56,73.26,65.41,1534.3,2026-06-28,data.gov.in,74.73,19.8,0.2299,-0.0199,-0.0566
Bitter Gourd,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,36.66,46.66,41.66,2452.4,2026-06-28,data.gov.in,46.22,91.5,0.0923,-0.0768,-0.0017
Wheat Flour,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,46.47,59.15,52.81,1474.4,2026-06-28,data.gov.in,57.88,72.5,0.0922,-0.017,-0.1404
Potato,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,16.61,21.13,18.87,3497.1,2026-06-28,data.gov.in,20.06,46.0,0.2,0.0137,-0.0199
Green Chilli,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,27.01,34.37,30.69,2731.7,2026-06-28,data.gov.in,34.82,44.9,0.2045,-0.0279,-0.0639
Moong,MKT0311,Meghalaya eNAM hub 3,ML003,Meghalaya,50.49,64.25,57.37,4479.3,2026-06-28,data.gov.in,62.92,35.4,0.1998,0.1072,-0.0252
Mustard,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,39.84,50.7,45.27,1011.8,2026-06-28,AGMARKNET,49.57,58.9,0.1254,-0.0605,0.1386
Psyllium,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,55.82,71.04,63.43,806.1,2026-06-28,AGMARKNET,74.1,46.3,0.1601,-0.0075,0.0046
Maize,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,15.07,19.17,17.12,1726.8,2026-06-28,AGMARKNET,18.98,49.9,0.18,0.0392,-0.0018
Sona Masuri,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,32.94,41.92,37.43,2778.1,2026-06-28,AGMARKNET,41.55,67.7,0.1973,0.0922,-0.0898
Sann Hemp,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,31.08,39.56,35.32,4892.0,2026-06-28,AGMARKNET,40.27,57.4,0.2423,0.0972,0.0603
Castor,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,29.01,36.93,32.97,3402.9,2026-06-28,AGMARKNET,38.47,84.7,0.1737,-0.074,0.0509
Mushroom,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,25.59,32.57,29.08,633.6,2026-06-28,AGMARKNET,31.16,57.3,0.1171,-0.001,-0.0929
Carrot,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,49.25,62.69,55.97,3805.3,2026-06-28,AGMARKNET,58.87,59.0,0.0908,0.0012,-0.0031
Hybrid Cotton,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,26.14,33.28,29.71,3231.2,2026-06-28,AGMARKNET,33.21,34.6,0.2048,-0.0333,0.1606
Mango,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,57.2,72.8,65.0,490.3,2026-06-28,AGMARKNET,69.03,78.2,0.0868,0.0997,-0.0084
Cashew,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,41.42,52.72,47.07,4978.7,2026-06-28,AGMARKNET,54.9,89.9,0.1061,0.1018,-0.122
Chilli,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,111.52,141.94,126.73,325.4,2026-06-28,AGMARKNET,137.46,98.0,0.2085,0.0856,-0.0701
Little Millet,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,49.21,62.63,55.92,2685.3,2026-06-28,AGMARKNET,61.65,50.9,0.0921,-0.0365,-0.1335
Cumin,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,45.72,58.18,51.95,4203.3,2026-06-28,AGMARKNET,56.73,74.0,0.228,0.058,0.156
Turmeric,MKT0312,Meghalaya wholesale 4,ML004,Meghalaya,59.24,75.4,67.32,2366.5,2026-06-28,AGMARKNET,73.34,25.5,0.2007,-0.0626,0.0047
Sweet Potato,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,40.24,51.22,45.73,506.5,2026-06-28,eNAM,49.9,56.7,0.1889,0.1089,-0.0128
Jowar,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,29.86,38.0,33.93,1441.0,2026-06-28,eNAM,37.72,32.6,0.1157,0.0575,0.1867
Pigeon Pea,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,46.49,59.17,52.83,3248.7,2026-06-28,eNAM,61.94,87.1,0.2089,-0.0485,0.1453
Vanilla,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,47.97,61.05,54.51,814.8,2026-06-28,eNAM,63.1,64.1,0.1244,-0.0427,0.1808
Psyllium,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,53.59,68.21,60.9,2934.0,2026-06-28,eNAM,68.19,69.9,0.1868,-0.0531,0.1144
Safflower,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,42.23,53.75,47.99,1727.2,2026-06-28,eNAM,50.91,68.7,0.2168,0.0475,0.1384
Mango,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,47.51,60.47,53.99,1421.3,2026-06-28,eNAM,57.74,70.1,0.1985,-0.056,0.0561
Green Peas,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,36.84,46.88,41.86,1025.8,2026-06-28,eNAM,48.92,58.4,0.1744,0.0293,-0.1048
Orange,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,46.45,59.11,52.78,1563.2,2026-06-28,eNAM,58.53,59.1,0.1595,-0.0114,-0.055
Ridge Gourd,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,34.85,44.35,39.6,3461.1,2026-06-28,eNAM,45.31,96.1,0.1258,0.0647,-0.0755
Grapes,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,52.1,66.32,59.21,224.3,2026-06-28,eNAM,62.59,96.8,0.1826,0.0693,-0.0683
Walnut,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,43.44,55.28,49.36,2558.7,2026-06-28,eNAM,55.22,34.3,0.1476,0.0606,-0.0253
Cauliflower,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,43.01,54.73,48.87,4194.5,2026-06-28,eNAM,54.02,83.6,0.0912,-0.0293,-0.1392
Green Chilli,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,50.44,64.2,57.32,121.2,2026-06-28,eNAM,63.26,65.7,0.1759,0.1118,0.0586
Urad Dal,MKT0313,Meghalaya APMC 5,ML005,Meghalaya,36.22,46.1,41.16,3677.0,2026-06-28,eNAM,43.52,39.4,0.0975,0.0631,0.104
Orange,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,35.02,44.58,39.8,905.8,2026-06-28,data.gov.in,46.81,40.4,0.081,0.0882,0.0595
Elephant Foot Yam,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,53.91,68.61,61.26,1580.6,2026-06-28,data.gov.in,67.82,42.1,0.1365,0.0637,0.1057
Lemongrass,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,45.14,57.46,51.3,2968.5,2026-06-28,data.gov.in,54.32,62.6,0.0567,-0.0648,-0.065
Foxtail Millet,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,58.12,73.96,66.04,591.9,2026-06-28,data.gov.in,71.92,67.5,0.1556,-0.0372,-0.0453
Desi Cotton,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,44.54,56.68,50.61,2781.3,2026-06-28,data.gov.in,57.94,45.8,0.1303,0.0632,0.0
Sweet Corn,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,32.38,41.22,36.8,952.5,2026-06-28,data.gov.in,43.05,48.0,0.0822,-0.0435,0.0916
Guava,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,55.63,70.81,63.22,1286.1,2026-06-28,data.gov.in,72.56,55.9,0.1862,-0.0476,0.1416
Pomegranate,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,47.35,60.27,53.81,4617.7,2026-06-28,data.gov.in,60.11,49.0,0.1187,-0.0702,0.0563
Moong,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,43.46,55.32,49.39,4357.9,2026-06-28,data.gov.in,52.52,57.2,0.2129,-0.0722,-0.0294
Apple,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,39.93,50.81,45.37,871.6,2026-06-28,data.gov.in,51.77,25.9,0.0643,0.0965,-0.1235
Psyllium,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,25.81,32.85,29.33,1894.1,2026-06-28,data.gov.in,31.4,71.6,0.2496,-0.0103,0.1026
Bitter Gourd,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,48.29,61.45,54.87,3556.5,2026-06-28,data.gov.in,59.69,56.2,0.2181,0.1027,0.1096
Beetroot,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,32.86,41.82,37.34,1909.0,2026-06-28,data.gov.in,39.38,35.6,0.1892,-0.0005,-0.0435
Toor Dal,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,29.98,38.16,34.07,4161.2,2026-06-28,data.gov.in,37.15,92.4,0.1515,-0.0311,0.187
Parboiled Rice,MKT0314,Meghalaya mandi 6,ML006,Meghalaya,39.38,50.12,44.75,4270.7,2026-06-28,data.gov.in,49.2,79.6,0.0522,0.0432,0.0849
Chilli,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,107.0,136.18,121.59,324.3,2026-06-28,AGMARKNET,133.07,79.8,0.2081,0.0041,0.1377
Sweet Corn,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,30.76,39.16,34.96,150.6,2026-06-28,AGMARKNET,40.15,50.2,0.1354,-0.0484,0.1956
Coriander,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,56.2,71.52,63.86,659.0,2026-06-28,AGMARKNET,71.64,65.6,0.1314,-0.0463,0.1629
Toor Dal,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,36.78,46.82,41.8,3222.1,2026-06-28,AGMARKNET,47.41,88.6,0.1565,0.0755,-0.0019
Masoor Dal,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,30.76,39.14,34.95,426.2,2026-06-28,AGMARKNET,40.63,55.7,0.1689,-0.0377,0.0861
Stevia,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,28.72,36.56,32.64,3172.9,2026-06-28,AGMARKNET,37.21,41.8,0.1282,0.0045,0.0131
Potato,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,17.05,21.71,19.38,4723.0,2026-06-28,AGMARKNET,21.57,75.3,0.0948,-0.0244,0.0092
Beetroot,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,29.35,37.35,33.35,2275.8,2026-06-28,AGMARKNET,38.12,89.0,0.2365,0.0849,-0.1224
Bamboo,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,39.86,50.74,45.3,4852.5,2026-06-28,AGMARKNET,49.45,44.2,0.0862,0.0971,0.147
Niger Seed,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,45.23,57.57,51.4,2064.0,2026-06-28,AGMARKNET,59.28,82.0,0.0771,0.0189,-0.0965
Ridge Gourd,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,48.31,61.49,54.9,2693.1,2026-06-28,AGMARKNET,58.38,37.0,0.231,0.0108,0.1851
Natural Rubber,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,31.83,40.51,36.17,2297.6,2026-06-28,AGMARKNET,38.2,67.2,0.0755,0.0331,-0.0508
Grapes,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,38.56,49.08,43.82,479.5,2026-06-28,AGMARKNET,49.43,78.3,0.1199,-0.009,-0.0477
Cardamom,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,35.02,44.58,39.8,2681.7,2026-06-28,AGMARKNET,43.12,89.5,0.1159,-0.0371,-0.1397
Pearl Millet,MKT0315,Meghalaya eNAM hub 7,ML007,Meghalaya,53.57,68.17,60.87,3670.7,2026-06-28,AGMARKNET,71.02,59.1,0.2409,0.0746,-0.0287
Banana,MKT0316,Meghalaya wholesale 8,ML008,Meghalaya,17.08,21.74,19.41,2421.5,2026-06-28,eNAM,22.46,64.4,0.1381,0.0785,-0.1423
Beetroot,MKT0316,Meghalaya wholesale 8,ML008,Meghalaya,44.88,57.12,51.0,185.4,2026-06-28,eNAM,56.01,42.0,0.2086,-0.0345,0.0091
Rice,MKT0316,Meghalaya wholesale 8,ML008,Meghalaya,26.8,34.12,30.46,4343.1,2026-06-28,eNAM,35.11,74.7,0.0627,0.0073,0.1153
Aloe Vera,MKT0316,Meghalaya wholesale 8,ML008,Meghalaya,58.33,74.23,66.28,2206.4,2026-06-28,eNAM,71.11,65.8,0.1002,0.0874,0.0739
Coffee,MKT0316,Meghalaya wholesale 8,ML008,Meghalaya,44.56,56.72,50.64,2813.6,2026-06-28,eNAM,56.02,64.9,0.0689,-0.0414,0.0341
Proso Millet,MKT0316,Meghalaya wholesale 8,ML008,Meghalaya,29.9,38.06,33.98,4710.1,2026-06-28,eNAM,38.96,64.2,0.1442,-0.0382,0.1166
Vanilla,MKT0316,Meghalaya wholesale 8,ML008,Meghalaya,28.78,36.64,32.71,3859.2,2026-06-28,eNAM,37.9,51.1,0.2205,-0.0208,-0.1466
Wheat Flour,MKT0316,Meghalaya wholesale 8,ML008,Meghalaya,37.82,48.14,42.98,2643.4,2026-06-28,eNAM,46.15,67.4,0.0629,0.007,-0.1242
Drumstick,MKT0316,Meghalaya wholesale 8,ML008,Meghalaya,50.96,64.86,57.91,201.5,2026-06-28,eNAM,66.54,79.5,0.1611,-0.071,0.1565
Natural Rubber,MKT0316,Meghalaya wholesale 8,ML008,Meghalaya,48.45,61.67,55.06,1807.7,2026-06-28,eNAM,58.59,75.6,0.0706,-0.0377,0.0191
Cauliflower,MKT0316,Meghalaya wholesale 8,ML008,Meghalaya,53.63,68.25,60.94,2121.0,2026-06-28,eNAM,68.63,54.7,0.086,0.0381,0.0218
Coconut,MKT0316,Meghalaya wholesale 8,ML008,Meghalaya,34.18,43.5,38.84,4048.9,2026-06-28,eNAM,41.09,49.3,0.1834,-0.0517,-0.0166
